t_date,cash,market_value,realized_pnl,unrealized_pnl,total_equity,drawdown,layer2_active,portfolio_stopped
2025-06-05,999860.0,-409.99999999989086,-140.0,-409.99999999989086,999450.0000000001,0.0005499999999998836,0,0
