sim,total_ret,annual_ret,max_dd,sharpe,calmar,final_nav
1,353.38373312633513,25.16515757164848,-41.73399611280361,0.7230280290774336,0.6029894070922204,45338.373312633514
2,2541.831109632467,62.61070376579656,-58.64542636603801,1.3305770663803278,1.0676144355232255,264183.11096324667
3,1591.0165940225174,52.18670067639009,-46.24781266806071,1.151457128358622,1.1284144625596715,169101.65940225174
4,232.97617240016288,19.557539448887873,-62.49722916049058,0.6080073612332202,0.3129345046428352,33297.61724001629
5,266.0478451531994,21.25059461095553,-55.934496421792915,0.6347035246615517,0.37991929793571866,36604.78451531994
6,429.7442875621579,28.09197528286176,-67.23373649621018,0.7541874584104408,0.41782558499400435,52974.42875621579
7,720.1988597116209,36.68302189651935,-53.9676113724865,0.9479719698971842,0.679722910901721,82019.88597116209
8,25.278798367447884,3.4033385607832756,-65.09515462289576,0.29727033697947,0.05228251750071468,12527.879836744789
9,4946.182388668786,79.01337531481765,-41.764986181883465,1.522629499894511,1.8918568527886055,504618.2388668786
10,1655.646448324105,53.03670408491401,-42.50054970065264,1.1862620465972016,1.2479063084706308,175564.6448324105
11,693.8445982172998,36.021742791881486,-52.33357495823069,0.8813435330899714,0.6883103785787945,79384.45982172998
12,148.56066619038546,14.47763887922906,-59.85358827003917,0.5226067978029323,0.24188422612042648,24856.066619038545
13,178.37062771388554,16.419410851149884,-46.84457113217034,0.5783610769724357,0.3505082969982388,27837.062771388555
14,3488.5782544518634,70.17738908530346,-46.45901142512857,1.3601428908646365,1.5105226506680722,358857.82544518635
15,772.1599488348753,37.93549332131367,-45.279971498527786,1.0454473941067772,0.8377985247306768,87215.99488348752
16,522.1233021439502,31.186320267659685,-53.67567061148587,0.8229116013199477,0.5810140779309841,62212.33021439503
17,-28.28582589283335,-4.817364537522084,-64.34744672188424,0.0769862316880018,-0.07486489026275106,7171.4174107166655
18,651.3039577703427,34.913778469710024,-54.716293333600895,0.9183148697522674,0.6380874204479366,75130.39577703427
19,149.13470275567894,14.516859990426267,-68.8920850922539,0.5164147963085326,0.21071883614767406,24913.470275567895
20,16.355190623849623,2.274887677521553,-88.21713563681489,0.2775148721835837,0.02578736728527597,11635.519062384963
21,56.776914063537156,6.905211178832582,-61.08577009983017,0.3789550940126351,0.11304123967902271,15677.691406353715
22,286.58584825285027,22.237502104836082,-71.98619559321786,0.7028230324100516,0.3089134232137582,38658.58482528503
23,204.769502898114,17.99632608056867,-64.41938849954408,0.6260609455399162,0.27936195142082165,30476.9502898114
24,16.40129684002096,2.2809047906060087,-63.165741326850764,0.24088168916505828,0.03610983964873427,11640.129684002097
25,844.863811946585,39.585318591953225,-50.57814505447513,1.008858632150608,0.7826565910892522,94486.38119465849
26,1552.3092767002167,51.66428921666619,-46.641078639404995,1.076443853202721,1.107699279772173,165230.9276700217
27,176.0363994643132,16.273925338504114,-61.66550250702909,0.5692181388153101,0.26390647407193496,27603.63994643132
28,175.13454095224148,16.217434503808747,-56.06346574812928,0.5625201750530177,0.2892692110164432,27513.454095224148
29,118.2193725373777,12.285779120769579,-61.4598340529888,0.47673075957856037,0.1998993214035878,21821.937253737768
