iteration,total_return_pct,annual_return_pct,win_rate_pct,max_drawdown_pct,sharpe_ratio,total_trades
90,53.2591878066961,7.380540921738832,53.06122448979592,-21.620971142959885,0.4311592853074015,49
91,129.49611924980232,14.860422314397814,60.0,-17.182387220484223,0.7775098753573656,50
92,61.044516251148536,8.271614829749785,51.162790697674424,-20.23613949483178,0.466989592109294,43
93,35.28967171947576,5.170133461709736,53.48837209302325,-27.850368498310406,0.34501773729659624,43
94,118.49588550293726,13.923318311531308,57.14285714285714,-16.015208965424335,0.7800073861476049,49
95,121.24877385352082,14.161460287567461,68.57142857142857,-13.44087128907954,0.8909303244745947,35
96,31.302765517984504,4.646766566179994,51.21951219512195,-22.971236413599925,0.3124900659454879,41
97,2.1115281927842693,0.34910387903217543,45.65217391304348,-39.41782691956524,0.1584607293476879,46
98,102.99968955267941,12.534149021720342,58.82352941176471,-21.474129506958732,0.7170912596474415,34
99,92.38583003863032,11.53074933645668,54.285714285714285,-17.35819156838144,0.6968784037466345,35
