is_start,is_end,oos_start,oos_end,is_sharpe,is_annual,is_dd,is_trades,oos_sharpe,oos_annual,oos_dd,oos_trades,oos_final_capital
2015-01-01,2018-12-31,2019-01-01,2019-12-31,0.047923502118151155,-31.175575031978443,-84.54232323717218,179,1.339621877070618,71.86985055138516,-25.917595012957584,47,17155.159972703295
2016-01-01,2019-12-31,2020-01-01,2020-12-31,-0.07035090734271009,-37.477344659933074,-90.84643899020622,174,0.7932479037214418,28.577059269140626,-32.81711592099531,52,12855.494008983687
2017-01-01,2020-12-31,2021-01-01,2021-12-31,0.5202154895186876,13.848123410506252,-71.35785594816993,227,1.3317595235787367,135.07135226621364,-55.00329116697996,67,23438.474597277975
2018-01-01,2021-12-31,2022-01-01,2022-12-31,-0.5813210633837357,-33.48957086457436,-85.33941729568599,54,1.135348217358439,95.52159315780119,-59.84076090776884,48,19507.345128290846
2019-01-01,2022-12-31,2023-01-01,2023-12-31,1.0724250628438716,46.07001482805207,-37.53870281787762,247,-1.2864661345545079,-78.98148093218052,-83.15585762060348,26,2113.101610310471
2020-01-01,2023-12-31,2024-01-01,2024-12-31,0.744331337599706,30.7119679095331,-56.585740356409964,244,-0.6906878214852115,-51.39611036242404,-62.68883144598026,41,4862.789699126397
2021-01-01,2024-12-31,2025-01-01,2025-12-31,0.6581353352203518,23.30981544756481,-55.00329116697996,232,2.1658107266013777,126.45022985033324,-23.191043580700764,46,22581.767818282253
